url,date,rawContent,sourceLabel,retweetCount,keyword,location
https://twitter.com/jmbeaucroft1/status/1552430398076076034,2022-07-27 23:07:04+00:00,Population overcrowding presents a major component in climate change. Philippines typhoon cost 250 million homes.Rising sea level flood 150 million https://t.co/n74s57C0ic u think legislators have any idea what climate change is?3 degrees up will cause 1/3 species extinction!,Twitter for iPhone,0,4,
https://twitter.com/PhilippinesApps/status/1541738783103672325,2022-06-28 11:02:24+00:00,"Ministry of Climate Change, #Philippines department of agriculture sign MoU to develop agricultural sector https://t.co/aSrBDZ5C7M",Philippines News App,0,4,
https://twitter.com/Emirati_News/status/1541738256777318401,2022-06-28 11:00:19+00:00,"Ministry of Climate Change, Philippines department of agriculture sign MoU to develop agricultural sector https://t.co/q2QiQGafLH",WordPress.com,0,4,
https://twitter.com/aoindependence/status/1541375730386214912,2022-06-27 10:59:46+00:00,"The Philippines, with its worsening typhoons, offers lessons for everyone in adapting to  climate change.  #Philippines #Climate #Sustainability https://t.co/gMubGRBL4H",LinkedIn,0,4,"Woodbury Center, CT"
https://twitter.com/notkathlynite/status/1521320798006689792,2022-05-03 02:48:37+00:00,So I thought yung partylist is Youth Advocates for Climate Change Philippines,Twitter for Android,0,4,Area 51 
https://twitter.com/potatoedx/status/1515094178857775104,2022-04-15 22:26:15+00:00,"Other countries: CLIMATE CHANGE

Philippines: END OF THE WORLD

#LetTheEarthBreath #SaveThePlanet",Twitter for Android,0,4,
https://twitter.com/SolAmore_/status/1514978063955927049,2022-04-15 14:44:52+00:00,"It's raining so bad rn. This is a warning, it is an example of climate change. Philippines supposed to have a sunny and warm weather but we are experiencing a typhoon. #ClimateCrisis #LetTheEarthBreath #LetTheScientistBeHeard",Twitter for Android,1,4,
https://twitter.com/yesitsmetherese/status/1491401121167863811,2022-02-09 13:18:30+00:00,"I'm currently working on my project
called.
 (Climate Change (Philippines).)
And I'll publish it when it's done.
Thank you for the love and support people!
@UNFCCC @UNEP @CCCPHL 
@DENROfficial",Twitter for Android,0,4,Philippines
https://twitter.com/BasilReid6/status/1456008530134241286,2021-11-03 21:20:59+00:00,Climate change: Philippines's coastal communities battle rising sea levels https://t.co/ra2QPCNXSm via @YouTube,Twitter Web App,0,4,
https://twitter.com/BanglaViral/status/1455943315615100928,2021-11-03 17:01:51+00:00,Climate change: Philippines's coastal communities battle rising sea levels https://t.co/fBNKlQQ8KU,WordPress.com,0,4,Bangladesh
https://twitter.com/Typhoon2k/status/1524674186886606848,2022-05-12 08:53:47+00:00,"*LPA 91W slowly moving northwestward but somewhat disorganized.  At 2PM today, the LPA was located about 160 km East of Davao City, Davao Del Sur (7.3N 126.9E). The chance of becoming a Tropical Cyclone (Bagyo) within the next 24 hours remains Low (&lt;35% chance).",Twitter Web App,0,5,"Naga City, Philippines"
https://twitter.com/Typhoon2k/status/1524436034469044229,2022-05-11 17:07:27+00:00,"*LPA 91W,  a newly-formed disturbance over the South Philippine Sea.  At 8PM today, the LPA was located about 537 km East of Mati City, Davao Oriental (6.1N 131.0E). The chance of becoming a Tropical Cyclone (Bagyo) within the next 24 hours is Low (&lt;35% chance).",Twitter Web App,0,5,"Naga City, Philippines"
https://twitter.com/Typhoon2k/status/1461238408085340161,2021-11-18 07:42:39+00:00,This SLPA will not become a Tropical Cyclone (Bagyo) and based on the Current Typhoon Models - this disturbance is expected to dissipate in the coming days.,Twitter Web App,0,5,"Naga City, Philippines"
https://twitter.com/jejudohallabong/status/1404033737948495878,2021-06-13 11:11:43+00:00,"We can choose mainstreaming where everyone can access and understand scientific information.

For example, lindol/earthquake and tropical cyclone/bagyo are now interchangeable. 

Perhaps, we don't need to overextend the use of translated words to convey information.",Twitter Web App,0,5,
https://twitter.com/seizemicizism/status/1390276817160859648,2021-05-06 12:06:37+00:00,@kuyajamesb19 @SB19Official Ano to? Tropical cyclone? Bagyo? ,Twitter Web App,0,5,
https://twitter.com/t_tropics/status/1380118953779863552,2021-04-08 11:22:54+00:00,"Tropical Cyclone-Threat Potential
#keep monitoring 

The possible TC , (Tropical Cyclone/Bagyo) could directly affect eastern portions of Southern Luzon, Visayas, and Mindanao or recurve to the Pacific. 

Note: This may still change.

Ref: https://t.co/schQ8qIVrq https://t.co/692WNUEkgk",Twitter for Android,0,5,
https://twitter.com/kindofwondering/status/1349195684671483911,2021-01-13 03:24:52+00:00,"@selacentergirl When the logo showed up with the shape of a tropical cyclone, “bagyo” I thought it was a typhoon. 😅",Twitter for iPhone,0,5,
https://twitter.com/nairb_idi9/status/1318799493286879233,2020-10-21 06:21:15+00:00,"@manilabulletin ""Pepito"" is not a ""typhoon"", though. It is a ""tropical storm"" (as of this writing). The general term for this weather system is ""tropical cyclone"" (""bagyo"" in Filipino).",Twitter Web App,0,5,"Guiuan, Eastern Visayas"
https://twitter.com/arielrojasPH/status/1166004420468887552,2019-08-26 15:08:11+00:00,"But it’s just a Tropical Depression, not a Typhoon. Learn the difference among the tropical cyclone (bagyo) categories.",Twitter for iPhone,0,5,P.A.R.
https://twitter.com/PanahonTV/status/1019206604791656448,2018-07-17 13:06:05+00:00,"According to PAGASA Weather Forecaster Ariel Rojas, this weather disturbance may intensify into a tropical cyclone (bagyo) within 36 hours, and will be named ""Inday."" Keep monitoring updates.

REPORT: https://t.co/bkHDpYFLP2",Twitter for Android,4,5,Philippines
https://twitter.com/inciweb/status/1554272645650210816,2022-08-02 01:07:30+00:00,#CalfCanyon #NM #NMSNF https://t.co/VqT8fGZdfW Calf Canyon: Flash Flood Warning please evacuate immedately to all residents nearby 8/1/22 5:21PM,InciWeb,0,1,NIFC
https://twitter.com/clay_dar/status/1554272448236888074,2022-08-02 01:06:43+00:00,"Flash flood risk remains, especially if storms setup and begin to train.",Twitter for Android,0,1,"Greater Maysville Area, KY"
https://twitter.com/SimpleWeather4U/status/1554272351155589120,2022-08-02 01:06:20+00:00,NWS Alert&gt; Flash Flood Warning: Some Locations That will Experience Flash Flooding Include Mainly Rural Areas. 86. #nvwx https://t.co/vJJdqR2c7j,SimpleWeatherAlert,0,1,USA
https://twitter.com/NWSFlashFlood/status/1554272205793398784,2022-08-02 01:05:45+00:00,"Flash Flood Warning including Clark County, NV, Lincoln County, NV until 9:15 PM PDT https://t.co/RTB6L95p6y",NWS Flash Flood,1,1,
https://twitter.com/AlleyCenter/status/1554272191646076928,2022-08-02 01:05:42+00:00,Flash Flood Warning for Clark and Lincoln County in NV until 9:15pm PDT Monday. #tacswx #NVWX,ReadyWarn,0,1,
https://twitter.com/SquadronOff/status/1554272180128473088,2022-08-02 01:05:39+00:00,Alert:  Flash Flood Warning for Clark County in NV until 9:15pm PDT Monday. ReadyWarn - https://t.co/V9mFWFUE5x #NVWX,ReadyWarn,0,1,"Bullhead City, AZ"
https://twitter.com/MidwestWeather3/status/1554272172557811713,2022-08-02 01:05:37+00:00,"VEF issues Flash Flood Warning [flash flood: radar indicated, flash flood damage threat: considerable] for Clark, Lincoln [NV] till Aug 1, 9:15 PM PDT https://t.co/3tjgzlcgGQ https://t.co/NK0Dyei3jM",iembot,0,1,United States of America
https://twitter.com/USAseverealerts/status/1554272172394221569,2022-08-02 01:05:37+00:00,"VEF issues Flash Flood Warning [flash flood: radar indicated, flash flood damage threat: considerable] for Clark, Lincoln [NV] till Aug 1, 9:15 PM PDT https://t.co/TBA0qEjNtM https://t.co/pAQmsZc5QO",iembot,0,1,
https://twitter.com/iembot_vef/status/1554272172108967936,2022-08-02 01:05:37+00:00,"VEF issues Flash Flood Warning [flash flood: radar indicated, flash flood damage threat: considerable] for Clark, Lincoln [NV] till Aug 1, 9:15 PM PDT https://t.co/omjTFwr48f https://t.co/OnHZ5OY41y",iembot,0,1,"Las Vegas, NV"
https://twitter.com/CarnageWx/status/1554272171874103296,2022-08-02 01:05:37+00:00,"VEF issues Flash Flood Warning [flash flood: radar indicated, flash flood damage threat: considerable] for Clark, Lincoln [NV] till Aug 1, 9:15 PM PDT https://t.co/DEdnlrGWgt https://t.co/mBmz5U7cRu",iembot,0,1,
https://twitter.com/abogada_cutie/status/1553824454383640576,2022-07-31 19:26:33+00:00,"Ang heavy sleeper like me felt yung lindol/aftershock na yun. 
After 30 minutes has gone na, but hindi pa rin ako mapanatag. Its hard to sleep.",Twitter for iPhone,0,3,
https://twitter.com/jaamiikaa/status/1553815672467365888,2022-07-31 18:51:39+00:00,anglakas nung lindol/aftershock like literally just secs ago (((:,Twitter for Android,0,3,baguio city
https://twitter.com/DumpKolai/status/1553704651723526147,2022-07-31 11:30:30+00:00,I don't want a consecutive lindol/aftershock,Twitter for iPhone,0,3,
https://twitter.com/michaeltee316/status/1552093705443545089,2022-07-27 00:49:10+00:00,"An earthquake occured here in my area, the lindol was so strong  #earthquake #lindol #Aftershock #aftershocks",Twitter for Android,0,3,"Pasong Putik, QC"
https://twitter.com/xmarksthepee/status/1479706961763782657,2022-01-08 06:50:05+00:00,We got Lindol Aftershocks?,Twitter for iPhone,0,3,Somewhere only we know
https://twitter.com/lelsness/status/1448711436285349889,2021-10-14 18:04:56+00:00,"At 2:03 in the night, we got light lindol aftershock",Twitter Web App,0,3,Philippines
https://twitter.com/vhintagediva/status/1442193909308747777,2021-09-26 18:26:37+00:00,"I don't really know if it is lindol, aftershock or vertigo! NAKAKALOKA!!! https://t.co/x6ry3zeXqr",Twitter for Android,0,3,"iPhone: 14.363196,121.059830"
https://twitter.com/giannapaulas/status/1442192443772837893,2021-09-26 18:20:47+00:00,my gahd I'm more worried that I woke up sa emergency alerts ng phone ko rather than sa #lindol aftershock ,Twitter Web App,0,3,☁️ in shambles ✨
https://twitter.com/DyakPogi/status/1442177456517959682,2021-09-26 17:21:14+00:00,"@PhilippineStar Here I thought nauuga ko lang yung table but it is not me, it is the earthquake that and the lindol was getting stronger, I was a bit afraid #Earthquake #Lindol #aftershock",Twitter Web App,0,3,`Q.C.
https://twitter.com/dzrhnews/status/1425563985533804550,2021-08-11 21:05:14+00:00,"Davao Oriental niyanig ng magnitude 7.3 na lindol, aftershock inaasahan #MagandangUmagaPilipinas #DZRHNationwide

https://t.co/nQ8LRv3oPg",TweetDeck,0,3,"Manila, Philippines"
